simple,9,,,,,,,
1,2,3,4,5,6,7,8,9
0,0,-90,-22.02844221,-88.09228286,0,0,0,0
0,0,-90,-22.65450877,-88.94074925,0,0,0,0
0,0,-90,-23.27921817,-89.78315397,0,0,0,0
0,0,-90,-23.90272297,-90.61968208,0,0,0,0
0,0,-90,-24.52517255,-91.45051107,0,0,0,0
0,0,-90,-25.14671343,-92.27581128,0,0,0,0
0,0,-90,-25.76748952,-93.09574632,0,0,0,0
0,0,-90,-26.38764247,-93.91047352,0,0,0,0
0,0,-90,-27.00731191,-94.72014423,0,0,0,0
0,0,-90,-27.62663569,-95.52490425,0,0,0,0
0,0,-90,-28.24575014,-96.3248941,0,0,0,0
0,0,-90,-28.86479033,-97.12024932,0,0,0,0
0,0,-90,-29.48389026,-97.91110079,0,0,0,0
0,0,-90,-30.10318307,-98.69757494,0,0,0,0
0,0,-90,-30.72280129,-99.47979406,0,0,0,0
0,0,-90,-31.34287704,-100.2578765,0,0,0,0
0,0,-90,-31.96354217,-101.0319368,0,0,0,0
0,0,-90,-31.79029792,-101.0905915,0,0,0,0
0,0,-90,-31.61576558,-101.1477727,0,0,0,0
0,0,-90,-31.43994923,-101.2034794,0,0,0,0
0,0,-90,-31.262853,-101.2577109,0,0,0,0
0,0,-90,-31.08448111,-101.3104665,0,0,0,0
0,0,-90,-30.90483786,-101.3617452,0,0,0,0
0,0,-90,-30.72392761,-101.4115465,0,0,0,0
0,0,-90,-30.54175479,-101.4598695,0,0,0,0
0,0,-90,-30.3583239,-101.5067135,0,0,0,0
0,0,-90,-30.17363951,-101.5520779,0,0,0,0
0,0,-90,-29.98770628,-101.5959618,0,0,0,0
0,0,-90,-29.80052892,-101.6383648,0,0,0,0
0,0,-90,-29.61211222,-101.679286,0,0,0,0
0,0,-90,-29.42246102,-101.7187249,0,0,0,0
0,0,-90,-29.23158026,-101.7566809,0,0,0,0
0,0,-90,-29.03947493,-101.7931533,0,0,0,0
0,0,-90,-28.84615009,-101.8281416,0,0,0,0
0,0,-90,-28.65161088,-101.8616453,0,0,0,0
0,0,-90,-28.45586249,-101.8936637,0,0,0,0
0,0,-90,-28.25891018,-101.9241964,0,0,0,0
0,0,-90.5,-28.25891018,-101.9241964,0,0,0,0
0,0,-91,-28.25891018,-101.9241964,0,0,0,0
0,0,-91.5,-28.25891018,-101.9241964,0,0,0,0
0,0,-92,-28.25891018,-101.9241964,0,0,0,0
0,0,-92.5,-28.25891018,-101.9241964,0,0,0,0
0,0,-93,-28.25891018,-101.9241964,0,0,0,0
0,0,-93.5,-28.25891018,-101.9241964,0,0,0,0
0,0,-94,-28.25891018,-101.9241964,0,0,0,0
0,0,-94.5,-28.25891018,-101.9241964,0,0,0,0
0,0,-95,-28.25891018,-101.9241964,0,0,0,0
0,0,-95.5,-28.25891018,-101.9241964,0,0,0,0
0,0,-96,-28.25891018,-101.9241964,0,0,0,0
0,0,-96.5,-28.25891018,-101.9241964,0,0,0,0
0,0,-97,-28.25891018,-101.9241964,0,0,0,0
0,0,-97.5,-28.25891018,-101.9241964,0,0,0,0
0,0,-98,-28.25891018,-101.9241964,0,0,0,0
0,0,-98.5,-28.25891018,-101.9241964,0,0,0,0
0,0,-99,-28.25891018,-101.9241964,0,0,0,0
0,0,-99.5,-28.25891018,-101.9241964,0,0,0,0
0,0,-100,-28.25891018,-101.9241964,0,0,0,0
